"","uid_max","visitor_access_level","total_days","other.web.sites","search.engines","social.networks","typed_bookmarked","Purchase.IDs","product","last_touch_referrer"
"563","1463166","anonymous",1,0,1,0,0,"D5923829","Digital Only - Annual","search engines"
"564","1463531","subscribed",11,4,0,0,10,"D6269507","All Access","other web sites"
"565","1463890","anonymous",1,0,1,0,0,"D5925334","Digital Only - Monthly","search engines"
"566","1465923","subscribed",1,0,1,0,0,"D5924115","Digital Only - Monthly","search engines"
"567","1469878","subscribed",4,0,4,0,0,"D6204822","Premium (Digital + Print)","search engines"
"568","1471145","reg",1,1,0,0,0,"D6027942","Digital Only - Monthly","other web sites"
"569","1473375","subscribed",2,0,0,0,2,"D6046512","Premium (Digital + Print)","typed/bookmarked"
"570","1477252","reg",14,2,0,0,14,"D6183210","Digital Only - Monthly","typed/bookmarked"
"571","1477897","reg",2,0,0,0,2,"D6020831","Digital Only - Monthly","typed/bookmarked"
"572","1479135449705983668_5678673798065298182","anonymous",1,0,0,0,1,"D5925098","Digital Only - Monthly","typed/bookmarked"
"573","1479444","subscribed",2,0,1,0,1,"D6026656","Digital Only - Monthly","search engines"
"574","1481370","reg",1,0,0,0,1,"D5949355","Premium (Digital + Print)","typed/bookmarked"
"575","1481565","reg",8,0,6,1,4,"D6075757","Digital Only - Monthly","typed/bookmarked"
"576","1481705","reg",1,0,2,0,0,"D6031505","All Access","search engines"
"577","1481908","subscribed",3,0,1,0,5,"D5936244","Digital Only - Monthly","search engines"
"578","1481919","reg",1,1,0,0,0,"D5924116","Digital Only - Annual","other web sites"
"579","1481990","reg",1,0,0,0,1,"D5936398","Digital Only - Annual","typed/bookmarked"
"580","1483022","reg",1,0,0,0,1,"D6088715","Digital Only - Annual","typed/bookmarked"
"581","1485794522838177884_3244186926571277574","anonymous",1,0,1,0,0,"D5939007","Premium (Digital + Print)","search engines"
"582","1486569","subscribed",5,0,1,0,9,"D5939019","All Access","search engines"
"583","1486985","reg",2,0,2,0,0,"D6270950","Digital Only - Monthly","search engines"
"584","1491344013440154629_7002682175344826472","anonymous",1,0,0,0,1,"D6056042","Digital Only - Annual","typed/bookmarked"
"585","1492676","reg",3,1,2,0,1,"D6251015","Digital Only - Monthly","search engines"
"586","1496943","reg",1,0,1,0,0,"D6225621","Premium (Digital + Print)","search engines"
"587","151121837460413589_3497562771941648987","anonymous",1,0,0,0,1,"D6295958","Premium (Digital + Print)","typed/bookmarked"
"588","1511566045877980777_6367413879811415062","anonymous",1,0,1,0,0,"D6003578","Premium (Digital + Print)","search engines"
"589","1515234","subscribed",1,1,1,0,2,"D5948611","All Access","typed/bookmarked"
"590","1515433","subscribed",6,0,3,0,3,"D6076083","Digital Only - Monthly","typed/bookmarked"
"591","1515614","subscribed",13,5,0,0,14,"D6273881","All Access","typed/bookmarked"
"592","1515724","subscribed",1,0,1,0,0,"D6027023","Digital Only - Monthly","search engines"
"593","1516360","reg",20,0,0,0,30,"D6287833","Digital Only - Annual","typed/bookmarked"
"594","1516655","reg",10,1,6,0,3,"D6234956","Digital Only - Monthly","typed/bookmarked"
"595","1518577931598451899_4216449764074639364","anonymous",2,0,2,0,0,"D6056468","Digital Only - Monthly","search engines"
"596","151929","subscribed",2,0,0,0,2,"D5926415","Digital Only - Annual","typed/bookmarked"
"597","1519345","reg",2,0,2,0,1,"D6027632","Digital Only - Annual","search engines"
"598","1521160","subscribed",63,57,3,2,118,"D6270145","All Access","typed/bookmarked"
"599","1521581","reg",3,0,3,0,0,"D5937399","Digital Only - Monthly","search engines"
"600","1521894","reg",33,3,2,0,39,"D6274871","All Access","typed/bookmarked"
"601","1521898","anonymous",1,0,0,0,1,"D5924993","Digital Only - Annual","typed/bookmarked"
"602","1521926","subscribed",2,0,1,0,1,"D6057399","Digital Only - Annual","search engines"
"603","1522014","anonymous",1,0,0,0,1,"D6064822","Digital Only - Monthly","typed/bookmarked"
"604","1522129","reg",1,0,0,0,1,"D6246884","Digital Only - Monthly","typed/bookmarked"
"605","152338","subscribed",4,0,0,0,4,"D6020813","Digital Only - Annual","typed/bookmarked"
"606","1526404","reg",5,1,1,0,3,"D6107947","Digital Only - Annual","other web sites"
"607","1526878","anonymous",3,0,4,0,0,"D6165875","All Access","search engines"
"608","1531519","subscribed",4,0,0,0,4,"D6064586","Digital Only - Monthly","typed/bookmarked"
"609","1532178","reg",21,2,4,1,24,"D6274667","Digital Only - Annual","search engines"
"610","1532205","reg",1,0,1,0,0,"D5939634","Digital Only - Monthly","search engines"
"611","1533112","anonymous",1,0,1,0,0,"D5940195","Digital Only - Annual","search engines"
"612","1533300","subscribed",3,0,1,0,2,"D6306524","Digital Only - Annual","typed/bookmarked"
"613","1533357","reg",2,0,0,0,2,"D5936760","Digital Only - Annual","typed/bookmarked"
"614","1534010","reg",2,1,1,0,0,"D6296152","Digital Only - Annual","other web sites"
"615","1534041","reg",1,1,1,0,0,"D6283469","Digital Only - Monthly","search engines"
"616","1534528","anonymous",1,0,1,0,0,"D6030272","Digital Only - Monthly","search engines"
"617","1534889","reg",1,1,1,0,1,"D6026578","Digital Only - Monthly","search engines"
"618","1535039","reg",1,0,1,0,1,"D6270968","Digital Only - Annual","search engines"
"619","1535162","subscribed",5,0,1,2,2,"D6270945","All Access","typed/bookmarked"
"620","1536366","subscribed",5,2,0,0,7,"D6269531","All Access","other web sites"
"621","1537404","reg",3,0,4,0,6,"D6089332","Digital Only - Monthly","typed/bookmarked"
"622","1538230","reg",3,1,1,0,1,"D6176679","Digital Only - Monthly","search engines"
"623","1538659","reg",1,1,0,0,0,"D6030392","Digital Only - Monthly","other web sites"
"624","1539049","reg",1,0,0,0,1,"D6027521","Digital Only - Annual","typed/bookmarked"
"625","1539290","subscribed",1,0,1,0,0,"D6096110","Digital Only - Annual","search engines"
"626","1539989","subscribed",2,0,1,1,0,"D5949342","Digital Only - Monthly","search engines"
"627","1540501","reg",3,2,1,0,0,"D6089313","Digital Only - Monthly","other web sites"
"628","1540889","reg",1,0,0,0,1,"D5925080","Digital Only - Monthly","typed/bookmarked"
"629","1541474","subscribed",6,1,0,0,8,"D6283461","All Access","other web sites"
"630","1541961","anonymous",1,0,1,0,0,"D6270224","Digital Only - Monthly","search engines"
"631","1542202","subscribed",10,2,2,1,6,"D6306505","Digital Only - Monthly","search engines"
"632","1542285","subscribed",38,10,0,0,45,"D6270110","All Access","typed/bookmarked"
"633","1542489","subscribed",36,46,3,0,2,"D6065354","Digital Only - Monthly","other web sites"
"634","1542673","subscribed",13,20,1,0,2,"D5947794","Digital Only - Annual","other web sites"
"635","1542977","reg",3,0,1,0,3,"D6174155","Digital Only - Annual","typed/bookmarked"
"636","1543070","reg",1,0,1,0,0,"D6308158","Digital Only - Monthly","search engines"
"637","1543074","reg",4,0,0,0,4,"D6076366","Digital Only - Monthly","typed/bookmarked"
"638","1543176","reg",1,0,1,0,0,"D5948058","Digital Only - Monthly","search engines"
"639","1543508","reg",5,1,2,0,3,"D6056921","Premium (Digital + Print)","search engines"
"640","1543639","reg",1,0,0,0,1,"D6001383","Digital Only - Annual","typed/bookmarked"
"641","1543714","reg",3,2,1,0,0,"D6026559","Digital Only - Monthly","search engines"
"642","1544023","reg",4,0,0,1,3,"D5937581","Digital Only - Monthly","typed/bookmarked"
"643","1544048","anonymous",1,0,1,0,0,"D6003904","Digital Only - Monthly","search engines"
"644","1544437","reg",5,0,2,0,8,"D6090351","Digital Only - Annual","typed/bookmarked"
"645","1544488","anonymous",8,1,6,0,3,"D6308050","Digital Only - Monthly","typed/bookmarked"
"646","1544770","subscribed",3,2,0,0,3,"D6305603","Digital Only - Monthly","typed/bookmarked"
"647","1545129","reg",1,0,1,0,0,"D5940442","Digital Only - Monthly","search engines"
"648","1546217","reg",1,0,0,0,1,"D6027218","Premium (Digital + Print)","typed/bookmarked"
"649","1547248382453877835_5518049615927308019","anonymous",1,1,1,0,0,"D6273730","Digital Only - Annual","other web sites"
"650","1547256","subscribed",26,2,2,0,30,"D6295909","Digital Only - Monthly","typed/bookmarked"
"651","1547793","reg",1,0,0,0,1,"D6294436","Digital Only - Annual","typed/bookmarked"
"652","1547830","anonymous",2,1,0,0,1,"D6153274","Digital Only - Annual","typed/bookmarked"
"653","1547966","subscribed",3,0,0,0,4,"D5925787","Digital Only - Annual","typed/bookmarked"
"654","1547974","subscribed",3,0,1,0,3,"D6002706","Digital Only - Monthly","search engines"
"655","1548186","anonymous",1,0,0,0,1,"D6296576","Digital Only - Monthly","typed/bookmarked"
"656","1548196","anonymous",1,1,1,0,0,"D6244630","Digital Only - Annual","other web sites"
"657","1548260","subscribed",1,0,1,0,0,"D5917089","Premium (Digital + Print)","search engines"
"658","1548702","reg",3,0,0,0,3,"D6030700","Premium (Digital + Print)","typed/bookmarked"
"659","1548709","subscribed",20,2,9,4,14,"D6286899","Digital Only - Monthly","search engines"
"660","1548812","subscribed",1,0,0,0,1,"D5917012","Digital Only - Annual","typed/bookmarked"
"661","1548814","anonymous",1,0,1,0,1,"D6234412","Digital Only - Monthly","search engines"
"662","1548892","subscribed",1,0,0,0,3,"D5924880","Digital Only - Monthly","typed/bookmarked"
"663","1548940","reg",7,1,10,0,0,"D6207740","Digital Only - Monthly","search engines"
"664","1549169","anonymous",1,0,0,0,1,"D6108017","All Access","typed/bookmarked"
"665","1549751","reg",3,0,0,0,3,"D6030263","Digital Only - Annual","typed/bookmarked"
"666","1549904","reg",6,0,0,0,6,"D6056679","Digital Only - Monthly","typed/bookmarked"
"667","1550265","reg",3,1,0,0,2,"D6057406","Digital Only - Annual","typed/bookmarked"
"668","1550466","reg",3,0,1,0,2,"D6294918","Digital Only - Monthly","search engines"
"669","1550572","anonymous",1,0,0,0,1,"D6286348","Digital Only - Annual","typed/bookmarked"
"670","1550722","reg",3,0,0,0,3,"D6286349","Digital Only - Annual","typed/bookmarked"
"671","1550734","reg",1,0,0,0,1,"D6066117","Digital Only - Annual","typed/bookmarked"
"672","1550929","reg",1,0,0,0,1,"D6066111","Digital Only - Annual","typed/bookmarked"
"673","1550952","subscribed",3,0,0,0,3,"D6002726","Digital Only - Annual","typed/bookmarked"
"674","1551526","subscribed",3,0,1,0,5,"D5924107","Digital Only - Monthly","typed/bookmarked"
"675","1551582","reg",9,4,0,3,7,"D6225642","Digital Only - Annual","typed/bookmarked"
"676","1552087","subscribed",2,0,2,0,0,"D6046458","Digital Only - Monthly","search engines"
"677","1552158","reg",4,0,0,0,4,"D6174306","Digital Only - Annual","typed/bookmarked"
"678","1552226","anonymous",1,0,0,0,1,"D6029771","Premium (Digital + Print)","typed/bookmarked"
"679","1552321","anonymous",1,0,1,0,0,"D6055481","Digital Only - Annual","search engines"
"680","1552508","subscribed",2,0,0,1,2,"D6175979","Digital Only - Monthly","social networks"
"681","1553101","anonymous",2,0,1,0,1,"D6058250","Digital Only - Annual","typed/bookmarked"
"682","1553370","reg",19,0,0,0,28,"D6227037","Digital Only - Monthly","typed/bookmarked"
"683","1553625","reg",3,0,2,0,2,"D6234399","Premium (Digital + Print)","search engines"
"684","1553652","anonymous",1,0,1,0,0,"D6090255","Digital Only - Monthly","search engines"
"685","1553770","subscribed",45,6,2,0,56,"D6297579","Digital Only - Monthly","typed/bookmarked"
"686","1553782","subscribed",1,1,0,0,0,"D6214455","Digital Only - Monthly","other web sites"
"687","1553923","reg",1,0,0,0,1,"D6095104","Digital Only - Annual","typed/bookmarked"
"688","1554002","subscribed",4,3,0,0,1,"D6074515","Digital Only - Monthly","other web sites"
"689","1554066","reg",4,0,0,1,4,"D6234961","Digital Only - Annual","typed/bookmarked"
"690","1554884","reg",19,1,0,0,27,"D6055465","Premium (Digital + Print)","other web sites"
"691","1555143","subscribed",1,0,1,1,2,"D6001372","Digital Only - Annual","social networks"
"692","1555370","reg",1,0,0,0,1,"D6042854","Digital Only - Monthly","typed/bookmarked"
"693","1555753","reg",15,1,5,0,10,"D6297147","Digital Only - Annual","other web sites"
"694","1556109","subscribed",6,9,2,0,2,"D6258581","All Access","other web sites"
"695","1556211","subscribed",12,0,0,8,5,"D6225699","Digital Only - Annual","typed/bookmarked"
"696","1556362","subscribed",4,1,1,0,2,"D6182598","Digital Only - Monthly","typed/bookmarked"
"697","1556445","anonymous",1,0,1,0,0,"D6029663","Premium (Digital + Print)","search engines"
"698","1556865","anonymous",1,0,0,0,1,"D6041836","Digital Only - Monthly","typed/bookmarked"
"699","1557516","reg",1,0,1,0,0,"D6090352","Premium (Digital + Print)","search engines"
"700","1557586","subscribed",15,11,5,1,6,"D6165677","All Access","other web sites"
"701","1557717","reg",4,1,0,0,4,"D6072697","Digital Only - Monthly","other web sites"
"702","1557915","reg",9,0,0,0,12,"D6183071","Digital Only - Annual","typed/bookmarked"
"703","1558248","reg",2,0,2,0,0,"D6214853","Digital Only - Monthly","search engines"
"704","1558524","subscribed",6,3,1,0,10,"D6161608","Digital Only - Annual","typed/bookmarked"
"705","1558622","reg",3,0,0,0,3,"D6003272","Digital Only - Annual","typed/bookmarked"
"706","1558735","reg",5,0,1,0,4,"D6174255","All Access","search engines"
"707","1558941","subscribed",1,0,0,0,3,"D6030478","Digital Only - Monthly","typed/bookmarked"
"708","1559006","subscribed",12,19,0,0,1,"D6003789","Digital Only - Annual","other web sites"
"709","1559102","reg",4,2,5,0,2,"D6108981","All Access","other web sites"
"710","1559249","anonymous",1,1,1,0,0,"D6088808","Digital Only - Annual","search engines"
"711","1559527","subscribed",22,3,0,0,33,"D6079052","Digital Only - Monthly","typed/bookmarked"
"712","1559568","reg",2,0,0,0,5,"D5924304","Digital Only - Annual","typed/bookmarked"
"713","1559741","reg",17,1,3,0,22,"D6284351","Digital Only - Annual","other web sites"
"714","1559891","subscribed",1,0,1,0,5,"D6269441","Digital Only - Monthly","search engines"
"715","1560231","reg",11,0,3,0,9,"D6103662","Digital Only - Monthly","typed/bookmarked"
"716","1560326","subscribed",5,5,0,0,0,"D6065259","Digital Only - Monthly","other web sites"
"717","1560401","reg",6,1,1,0,5,"D6076094","All Access","typed/bookmarked"
"718","1560431","reg",9,0,8,0,5,"D6161689","All Access","typed/bookmarked"
"719","1560489","anonymous",3,2,1,0,0,"D5940733","Digital Only - Monthly","search engines"
"720","1560524","reg",6,1,0,0,5,"D5939884","Digital Only - Annual","typed/bookmarked"
"721","1560539","reg",2,0,0,0,2,"D5936955","Premium (Digital + Print)","typed/bookmarked"
"722","1560647","reg",10,0,0,0,15,"D6088406","Digital Only - Annual","typed/bookmarked"
"723","1560699","reg",3,0,1,0,2,"D6064971","Digital Only - Annual","search engines"
"724","1560708","reg",7,1,5,0,3,"D6246502","All Access","other web sites"
"725","1560749","reg",13,0,2,1,12,"D6214749","Digital Only - Annual","search engines"
"726","1561024","reg",1,0,0,0,1,"D6284401","Digital Only - Monthly","typed/bookmarked"
"727","1561287","subscribed",11,1,4,0,10,"D6269481","All Access","search engines"
"728","1561438","reg",1,0,0,0,1,"D6270066","Digital Only - Monthly","typed/bookmarked"
"729","1561627","subscribed",2,0,1,0,2,"D6296421","Digital Only - Monthly","typed/bookmarked"
"730","1561739","anonymous",1,0,0,0,1,"D6056683","Digital Only - Annual","typed/bookmarked"
"731","1561802","reg",7,1,3,0,6,"D6043243","All Access","other web sites"
"732","1561862","reg",7,0,2,0,10,"D6075029","Digital Only - Annual","typed/bookmarked"
"733","1562223","reg",3,1,2,0,1,"D5947720","Premium (Digital + Print)","search engines"
"734","1562286","reg",9,0,1,0,9,"D6040511","Digital Only - Monthly","typed/bookmarked"
"735","1562305","reg",1,0,0,0,1,"D6026608","Digital Only - Annual","typed/bookmarked"
"736","1562581","subscribed",12,3,13,0,4,"D6089075","Digital Only - Monthly","search engines"
"737","1563363","anonymous",1,0,0,0,1,"D6027617","Digital Only - Annual","typed/bookmarked"
"738","156338","subscribed",14,13,3,1,7,"D6224823","Premium (Digital + Print)","search engines"
"739","1563652","anonymous",1,0,1,0,0,"D5916807","Digital Only - Annual","search engines"
"740","1563702","reg",6,5,2,0,5,"D6030482","Digital Only - Annual","search engines"
"741","1563744","reg",10,1,2,2,13,"D6041934","Digital Only - Annual","typed/bookmarked"
"742","1563758","anonymous",1,0,0,0,1,"D5917035","Digital Only - Monthly","typed/bookmarked"
"743","1563775","subscribed",1,0,1,0,0,"D5917183","Premium (Digital + Print)","search engines"
"744","1563778","reg",2,0,0,0,2,"D5922546","Digital Only - Annual","typed/bookmarked"
"745","1563786","anonymous",1,0,1,0,0,"D5917222","Premium (Digital + Print)","search engines"
"746","1563811","reg",1,1,0,0,0,"D5917404","Premium (Digital + Print)","other web sites"
"747","1563819","anonymous",1,0,1,0,0,"D5917465","Premium (Digital + Print)","search engines"
"748","1563911","anonymous",1,0,1,0,0,"D5917827","Digital Only - Annual","search engines"
"749","1563957","anonymous",1,0,0,0,1,"D5921203","Digital Only - Monthly","typed/bookmarked"
"750","1563959","reg",1,0,0,0,2,"D5921204","Premium (Digital + Print)","typed/bookmarked"
"751","1563973","reg",3,2,0,0,1,"D5938960","All Access","other web sites"
"752","1564003","anonymous",1,1,0,0,0,"D5923905","All Access","other web sites"
"753","1564029","subscribed",1,0,1,0,0,"D5924055","Premium (Digital + Print)","search engines"
"754","1564044","anonymous",1,0,1,0,0,"D5924102","Digital Only - Monthly","search engines"
"755","1564051","anonymous",1,0,0,0,1,"D5924110","Premium (Digital + Print)","typed/bookmarked"
"756","1564069","anonymous",1,0,1,0,0,"D5924185","All Access","search engines"
"757","1564102","reg",5,2,6,1,3,"D5947862","Digital Only - Monthly","search engines"
"758","1564199","anonymous",1,0,1,0,0,"D5924306","Digital Only - Monthly","search engines"
"759","1564275","reg",1,0,0,0,1,"D5924711","Digital Only - Monthly","typed/bookmarked"
"760","1564289","anonymous",1,0,1,0,0,"D5924798","Digital Only - Monthly","search engines"
"761","1564312","subscribed",1,0,1,0,1,"D5924996","Digital Only - Monthly","search engines"
"762","1564328","anonymous",1,0,1,0,0,"D5925037","Digital Only - Annual","search engines"
"763","1564343","anonymous",1,0,0,0,1,"D5925085","Digital Only - Monthly","typed/bookmarked"
"764","1564412","reg",1,0,1,0,0,"D5925138","Digital Only - Annual","search engines"
"765","1564442","anonymous",1,0,0,0,1,"D5925228","Premium (Digital + Print)","typed/bookmarked"
"766","1564458","reg",4,2,2,0,1,"D6225594","Premium (Digital + Print)","typed/bookmarked"
"767","1564460","anonymous",1,0,1,0,0,"D5925337","Premium (Digital + Print)","search engines"
"768","1564537","anonymous",1,0,1,0,0,"D5926155","Digital Only - Annual","search engines"
"769","1564592","reg",1,0,1,0,0,"D5926467","Digital Only - Monthly","search engines"
"770","1564692","anonymous",1,0,0,0,1,"D5926641","Digital Only - Annual","typed/bookmarked"
"771","1564794","reg",1,0,1,0,1,"D5936283","Digital Only - Annual","typed/bookmarked"
"772","1564895","reg",18,10,0,0,16,"D6088419","Digital Only - Annual","typed/bookmarked"
"773","1564896","anonymous",1,0,0,0,1,"D5936415","Digital Only - Monthly","typed/bookmarked"
"774","1564906","reg",1,0,0,0,1,"D5936443","Digital Only - Monthly","typed/bookmarked"
"775","1564933","reg",3,5,0,0,1,"D5938688","Digital Only - Monthly","other web sites"
"776","1565039","subscribed",1,0,1,0,4,"D5937341","Digital Only - Annual","search engines"
"777","1565106","subscribed",12,5,2,0,10,"D6072887","Digital Only - Monthly","search engines"
"778","1565117","reg",6,1,0,0,6,"D6030529","Digital Only - Annual","typed/bookmarked"
"779","1565141","reg",1,0,0,0,1,"D5937604","Digital Only - Monthly","typed/bookmarked"
"780","1565142","reg",5,1,0,0,4,"D6042078","Digital Only - Monthly","typed/bookmarked"
"781","1565168","reg",2,2,1,0,2,"D5949153","Digital Only - Annual","search engines"
"782","1565169","anonymous",1,0,0,0,1,"D5937850","Digital Only - Monthly","typed/bookmarked"
"783","1565188","reg",2,0,1,0,2,"D5938765","Digital Only - Monthly","search engines"
"784","1565193","subscribed",5,2,3,0,4,"D6026955","Digital Only - Monthly","search engines"
"785","1565246","anonymous",1,0,1,0,0,"D5938573","Digital Only - Monthly","search engines"
"786","1565249","reg",1,0,1,0,0,"D5938574","Digital Only - Annual","search engines"
"787","1565399","anonymous",1,0,0,0,1,"D5938966","Digital Only - Monthly","typed/bookmarked"
"788","1565417","reg",3,1,1,0,4,"D5940487","Digital Only - Annual","typed/bookmarked"
"789","1565438","reg",13,3,8,0,8,"D6250843","Digital Only - Monthly","typed/bookmarked"
"790","1565459","reg",4,4,1,0,1,"D6003064","Digital Only - Monthly","other web sites"
"791","1565490","anonymous",1,0,1,0,0,"D5939311","Digital Only - Monthly","search engines"
"792","1565491","anonymous",1,0,0,0,1,"D5939331","Digital Only - Annual","typed/bookmarked"
"793","1565519","anonymous",1,0,1,0,1,"D5939560","Digital Only - Annual","search engines"
"794","1565631","anonymous",1,0,1,0,0,"D5939748","Digital Only - Monthly","search engines"
"795","1565645","reg",4,6,0,0,3,"D6026939","All Access","other web sites"
"796","1565653","anonymous",1,0,0,0,1,"D5939800","Digital Only - Monthly","typed/bookmarked"
"797","1565706","reg",1,0,1,0,0,"D5939954","Digital Only - Monthly","search engines"
"798","1565759","subscribed",1,1,1,0,0,"D5940091","Premium (Digital + Print)","other web sites"
"799","1565773","anonymous",1,0,0,0,1,"D5940145","Digital Only - Annual","typed/bookmarked"
"800","1565792","anonymous",1,0,1,0,0,"D5940184","Digital Only - Monthly","search engines"
"801","1565806","anonymous",1,0,1,0,0,"D5940204","Digital Only - Monthly","search engines"
"802","1565877","anonymous",1,0,1,0,0,"D5940270","Premium (Digital + Print)","search engines"
"803","1565898","anonymous",1,0,1,0,0,"D5940296","Digital Only - Monthly","search engines"
"804","1565899","subscribed",1,1,0,0,2,"D5940297","Digital Only - Annual","typed/bookmarked"
"805","1565992","reg",1,0,1,0,0,"D5940439","Digital Only - Monthly","search engines"
"806","1566034","anonymous",1,1,1,0,0,"D5940589","Premium (Digital + Print)","other web sites"
"807","1566053","anonymous",1,0,1,0,0,"D5940697","Digital Only - Monthly","search engines"
"808","1566056","reg",6,2,1,0,3,"D6045733","Digital Only - Annual","other web sites"
"809","1566113","anonymous",1,0,1,0,0,"D5941281","Digital Only - Annual","search engines"
"810","1566207","anonymous",1,0,1,0,0,"D5941373","Digital Only - Annual","search engines"
"811","1566238","anonymous",1,0,1,0,0,"D5941396","Digital Only - Monthly","search engines"
"812","1566250","anonymous",1,0,1,0,0,"D5941411","Digital Only - Monthly","search engines"
"813","1566252","anonymous",1,0,0,0,1,"D5941414","Digital Only - Annual","typed/bookmarked"
"814","1566262","reg",5,1,0,0,5,"D6041955","Digital Only - Annual","typed/bookmarked"
"815","1566265","anonymous",1,1,1,0,0,"D5941466","Premium (Digital + Print)","other web sites"
"816","1566386","reg",4,0,1,0,5,"D6002930","Digital Only - Monthly","typed/bookmarked"
"817","1566410","anonymous",1,0,1,0,0,"D5947796","Digital Only - Monthly","search engines"
"818","1566424","reg",4,2,0,0,4,"D6026992","Digital Only - Monthly","other web sites"
"819","1566436","reg",7,1,2,2,3,"D6108917","Premium (Digital + Print)","other web sites"
"820","1566447","subscribed",2,0,1,0,1,"D6003036","Digital Only - Annual","search engines"
"821","1566449","reg",4,0,2,0,3,"D6270161","All Access","typed/bookmarked"
"822","1566483","anonymous",1,0,1,0,0,"D5947985","Digital Only - Monthly","search engines"
"823","1566485","reg",2,1,0,0,1,"D5971126","Digital Only - Annual","other web sites"
"824","1566541","anonymous",1,0,0,1,0,"D5948084","Digital Only - Monthly","social networks"
"825","1566576","reg",7,4,3,0,6,"D6055447","Digital Only - Monthly","typed/bookmarked"
"826","1566617","anonymous",1,0,0,0,1,"D5948284","Digital Only - Annual","typed/bookmarked"
"827","1566621","reg",1,1,1,0,0,"D5948400","Digital Only - Monthly","other web sites"
"828","1566631","anonymous",1,0,1,0,0,"D5948325","All Access","search engines"
"829","1566669","anonymous",1,0,1,0,0,"D5948594","Digital Only - Monthly","search engines"
"830","1566678","anonymous",1,0,1,1,0,"D5948625","Digital Only - Monthly","search engines"
"831","1566685","anonymous",1,0,1,0,0,"D5948649","Premium (Digital + Print)","search engines"
"832","1566704","reg",4,1,1,0,3,"D6002883","Premium (Digital + Print)","other web sites"
"833","1566714","reg",2,0,2,0,0,"D6072949","Premium (Digital + Print)","search engines"
"834","1566730","anonymous",1,0,0,0,1,"D5948920","All Access","typed/bookmarked"
"835","1566781","subscribed",3,1,3,0,3,"D6274986","Digital Only - Monthly","search engines"
"836","1566858","reg",1,0,0,0,1,"D5949116","Digital Only - Annual","typed/bookmarked"
"837","1566879","anonymous",1,0,1,0,0,"D5949217","Premium (Digital + Print)","search engines"
"838","1566883","anonymous",1,0,0,0,1,"D5949242","Digital Only - Monthly","typed/bookmarked"
"839","1566892","reg",1,0,2,0,0,"D5949276","Digital Only - Monthly","search engines"
"840","1566916","reg",2,0,1,0,2,"D6226971","Digital Only - Monthly","search engines"
"841","1566917","anonymous",1,0,0,0,1,"D5949349","Digital Only - Monthly","typed/bookmarked"
"842","1566933","anonymous",1,0,0,0,1,"D5971076","Digital Only - Monthly","typed/bookmarked"
"843","1566961","reg",1,0,1,0,0,"D6001141","Digital Only - Monthly","search engines"
"844","1566962","reg",1,0,0,0,1,"D6001140","All Access","typed/bookmarked"
"845","1566993","anonymous",1,0,0,0,1,"D6001251","Digital Only - Monthly","typed/bookmarked"
"846","1567005","anonymous",1,0,1,0,1,"D6001260","Digital Only - Monthly","search engines"
"847","1567006","anonymous",1,0,1,0,0,"D6001261","Digital Only - Monthly","search engines"
"848","1567012","reg",2,1,1,0,0,"D6002894","Digital Only - Monthly","other web sites"
"849","1567038","reg",1,0,1,0,0,"D6001267","Digital Only - Annual","search engines"
"850","1567127","reg",2,2,0,0,2,"D6064547","Digital Only - Annual","typed/bookmarked"
"851","1567185","reg",4,0,0,0,4,"D6042884","Digital Only - Annual","typed/bookmarked"
"852","1567200","anonymous",1,0,0,0,1,"D6001696","Digital Only - Monthly","typed/bookmarked"
"853","1567228","anonymous",1,0,0,0,1,"D6002697","Premium (Digital + Print)","typed/bookmarked"
"854","1567233","reg",3,0,3,1,3,"D6026520","Digital Only - Annual","search engines"
"855","1567251","anonymous",1,0,0,1,0,"D6002769","Digital Only - Monthly","social networks"
"856","1567252","subscribed",1,0,1,0,0,"D6002770","All Access","search engines"
"857","1567256","reg",3,1,3,0,1,"D6003830","Digital Only - Monthly","search engines"
"858","1567262","subscribed",1,1,0,0,1,"D6002773","Digital Only - Monthly","other web sites"
"859","1567274","anonymous",1,0,1,0,0,"D6002824","Digital Only - Monthly","search engines"
"860","1567289","anonymous",1,0,1,0,0,"D6002834","Digital Only - Monthly","search engines"
"861","1567371","anonymous",1,0,1,0,0,"D6002896","Premium (Digital + Print)","search engines"
"862","1567408","reg",1,0,0,0,1,"D6002978","Digital Only - Annual","typed/bookmarked"
"863","1567419","anonymous",1,0,1,0,0,"D6003003","Digital Only - Monthly","search engines"
"864","1567443","reg",1,0,1,0,0,"D6003122","Digital Only - Monthly","search engines"
"865","1567446","reg",1,0,0,0,1,"D6003067","Premium (Digital + Print)","typed/bookmarked"
"866","1567448","subscribed",1,1,0,0,1,"D6003125","Digital Only - Monthly","other web sites"
"867","1567450","anonymous",1,0,0,0,1,"D6003160","All Access","typed/bookmarked"
"868","1567451","anonymous",1,0,1,0,0,"D6003162","Digital Only - Monthly","search engines"
"869","1567464","anonymous",1,1,0,0,0,"D6003182","Digital Only - Monthly","other web sites"
"870","1567479","anonymous",1,0,0,0,1,"D6003240","Premium (Digital + Print)","typed/bookmarked"
"871","1567499","anonymous",1,1,0,0,0,"D6003355","Premium (Digital + Print)","other web sites"
"872","1567563","anonymous",1,1,1,0,0,"D6003773","Premium (Digital + Print)","other web sites"
